# ell observed_D_uK2 conditional_model_D_coadded_uK2 error_minus_uK2 error_plus_uK2 residual_over_quoted_error
451 -6.29005185000000e+01 -6.92451231132437e+01 1.16171995000000e+01 1.16171995000000e+01 5.46138904926584e-01
452 -8.20000017000000e+01 -6.98321990076395e+01 1.16148234000000e+01 1.16148234000000e+01 -1.04760978908732e+00
453 -6.68000965000000e+01 -7.03845378802790e+01 1.16119998000000e+01 1.16119998000000e+01 3.08684244059234e-01
454 -7.46656094000000e+01 -7.09019296813571e+01 1.16087078000000e+01 1.16087078000000e+01 -3.24211771325911e-01
455 -6.45072447000000e+01 -7.13842382942276e+01 1.16049470000000e+01 1.16049470000000e+01 5.92591555500215e-01
456 -9.31990023000000e+01 -7.18312530905170e+01 1.16006995000000e+01 1.16006995000000e+01 -1.84193627371203e+00
457 -6.43339319000000e+01 -7.22428373567569e+01 1.15959722000000e+01 1.15959722000000e+01 6.82039014957016e-01
458 -7.96176120000000e+01 -7.26187056317008e+01 1.15907498000000e+01 1.15907498000000e+01 -6.03835514446117e-01
459 -8.39539122000000e+01 -7.29589432224703e+01 1.15850433000000e+01 1.15850433000000e+01 -9.49065850926053e-01
460 -7.88038394000000e+01 -7.32636351062193e+01 1.15788460000000e+01 1.15788460000000e+01 -4.78476377851534e-01
461 -7.68914421000000e+01 -7.35320495246049e+01 1.15721533000000e+01 1.15721533000000e+01 -2.90299695165212e-01
462 -7.26174073000000e+01 -7.37664230867878e+01 1.15649789000000e+01 1.15649789000000e+01 9.93530378847297e-02
463 -6.74225342000000e+01 -7.39652811515788e+01 1.15573148000000e+01 1.15573148000000e+01 5.66113069065039e-01
464 -7.36795942000000e+01 -7.41293752490486e+01 1.15491775000000e+01 1.15491775000000e+01 3.89448555144786e-02
465 -8.55189184000000e+01 -7.42587143568291e+01 1.15405612000000e+01 1.15405612000000e+01 -9.75706800391209e-01
466 -7.50271984000000e+01 -7.43540492491393e+01 1.15314850000000e+01 1.15314850000000e+01 -5.83748884779994e-02
467 -1.00195447000000e+02 -7.44146459519656e+01 1.15219459000000e+01 1.15219459000000e+01 -2.23753880393020e+00
468 -8.92416233000000e+01 -7.44412544499250e+01 1.15119591000000e+01 1.15119591000000e+01 -1.28565161859157e+00
469 -7.96442127000000e+01 -7.44338821416258e+01 1.15015408000000e+01 1.15015408000000e+01 -4.53011526801189e-01
470 -8.37819542000000e+01 -7.43925360103334e+01 1.14906922000000e+01 1.14906922000000e+01 -8.17132512666779e-01
471 -7.39367805000000e+01 -7.43164804371686e+01 1.14794320000000e+01 1.14794320000000e+01 3.30765439586766e-02
472 -6.04169059000000e+01 -7.42072059084004e+01 1.14677809000000e+01 1.14677809000000e+01 1.20252559136357e+00
473 -6.44367581000000e+01 -7.40632337560900e+01 1.14557457000000e+01 1.14557457000000e+01 8.40318553517647e-01
474 -7.52168466000000e+01 -7.38867957596685e+01 1.14433575000000e+01 1.14433575000000e+01 -1.16229073532966e-01
475 -7.28800365000000e+01 -7.36764123505035e+01 1.14306262000000e+01 1.14306262000000e+01 6.96703607107302e-02
476 -9.01688474000000e+01 -7.34328300349377e+01 1.14175798000000e+01 1.14175798000000e+01 -1.46581128910194e+00
477 -8.15096861000000e+01 -7.31567948508078e+01 1.14042460000000e+01 1.14042460000000e+01 -7.32436958058620e-01
478 -7.64863956000000e+01 -7.28483101816521e+01 1.13906378000000e+01 1.13906378000000e+01 -3.19392599626674e-01
479 -6.67083295000000e+01 -7.25084179791219e+01 1.13767907000000e+01 1.13767907000000e+01 5.09817630654124e-01
480 -8.42686612000000e+01 -7.21365269127087e+01 1.13627192000000e+01 1.13627192000000e+01 -1.06771399290509e+00
481 -7.06485723000000e+01 -7.17333810786262e+01 1.13484551000000e+01 1.13484551000000e+01 9.55908772663008e-02
482 -6.22902909000000e+01 -7.12992787645698e+01 1.13340301000000e+01 1.13340301000000e+01 7.94861826295115e-01
483 -6.53377785000000e+01 -7.08345919690101e+01 1.13194615000000e+01 1.13194615000000e+01 4.85607329377829e-01
484 -7.37573997000000e+01 -7.03396921777113e+01 1.13047881000000e+01 1.13047881000000e+01 -3.02323890731638e-01
485 -5.72406591000000e+01 -6.98148761404484e+01 1.12900286000000e+01 1.12900286000000e+01 1.11374536645978e+00
486 -9.49681571000000e+01 -6.92605885196230e+01 1.12752177000000e+01 1.12752177000000e+01 -2.28000640558603e+00
487 -5.95396012000000e+01 -6.86771250138499e+01 1.12603904000000e+01 1.12603904000000e+01 8.11474868033873e-01
488 -5.73155628000000e+01 -6.80650034429351e+01 1.12455683000000e+01 1.12455683000000e+01 9.55882384613244e-01
489 -6.26479123000000e+01 -6.74247410899793e+01 1.12307872000000e+01 1.12307872000000e+01 4.25333389807202e-01
490 -6.95154687000000e+01 -6.67567804796143e+01 1.12160853000000e+01 1.12160853000000e+01 -2.45958206147527e-01
491 -7.66227145000000e+01 -6.60617120280569e+01 1.12014876000000e+01 1.12014876000000e+01 -9.42821422392426e-01
492 -8.06144142000000e+01 -6.53399029505269e+01 1.11870401000000e+01 1.11870401000000e+01 -1.36537556967129e+00
493 -8.16966610000000e+01 -6.45920167834387e+01 1.11727570000000e+01 1.11727570000000e+01 -1.53092421293700e+00
494 -8.46046215000000e+01 -6.38183454209906e+01 1.11586953000000e+01 1.11586953000000e+01 -1.86278731699121e+00
495 -6.71000083000000e+01 -6.30196255096234e+01 1.11448568000000e+01 1.11448568000000e+01 -3.66122496107499e-01
496 -5.24728630000000e+01 -6.21962220495455e+01 1.11313298000000e+01 1.11313298000000e+01 8.73512798942088e-01
497 -7.90533213000000e+01 -6.13487221362598e+01 1.11181201000000e+01 1.11181201000000e+01 -1.59240941854372e+00
498 -6.52445926000000e+01 -6.04777123058938e+01 1.11052639000000e+01 1.11052639000000e+01 -4.29245116282758e-01
499 -5.37166680000000e+01 -5.95837043166033e+01 1.10926733000000e+01 1.10926733000000e+01 5.28910944903002e-01
500 -6.60510592000000e+01 -5.86671351482128e+01 1.10806324000000e+01 1.10806324000000e+01 -6.66381104005148e-01
501 -5.97893501000000e+01 -5.77286642181284e+01 1.10688798000000e+01 1.10688798000000e+01 -1.86169325090294e-01
502 -5.56473499000000e+01 -5.67689517609338e+01 1.10577772000000e+01 1.10577772000000e+01 1.01431041758902e-01
503 -5.67489360000000e+01 -5.57885093606688e+01 1.10426820000000e+01 1.10426820000000e+01 -8.69740375871715e-02
504 -4.84336480000000e+01 -5.47882191329208e+01 1.10325668000000e+01 1.10325668000000e+01 5.75983019012479e-01
505 -3.98848725000000e+01 -5.37686657655716e+01 1.05772534000000e+01 1.05772534000000e+01 1.31260855162755e+00
506 -4.24180203000000e+01 -5.27305076101697e+01 1.05634006000000e+01 1.05634006000000e+01 9.76246920917655e-01
507 -4.76979687000000e+01 -5.16744024664517e+01 1.05436806000000e+01 1.05436806000000e+01 3.77139057726358e-01
508 -5.77068172000000e+01 -5.06010818030563e+01 1.05313120000000e+01 1.05313120000000e+01 -6.74724611420083e-01
509 -5.01914159000000e+01 -4.95112023248483e+01 1.05197339000000e+01 1.05197339000000e+01 -6.46607206624981e-02
510 -5.49767399000000e+01 -4.84054944122785e+01 1.05089870000000e+01 1.05089870000000e+01 -6.25297708306373e-01
511 -4.75366211000000e+01 -4.72845394716603e+01 1.04988590000000e+01 1.04988590000000e+01 -2.40103832559066e-02
512 -4.45767025000000e+01 -4.61490668109528e+01 1.04898467000000e+01 1.04898467000000e+01 1.49893926567374e-01
513 -4.15115175000000e+01 -4.49998052086436e+01 1.04816388000000e+01 1.04816388000000e+01 3.32799839338445e-01
514 -5.64642138000000e+01 -4.38373344830100e+01 1.04744877000000e+01 1.04744877000000e+01 -1.20548896314901e+00
515 -5.28436233000000e+01 -4.26623823690221e+01 1.04682925000000e+01 1.04682925000000e+01 -9.72578950289924e-01
516 -5.26375744000000e+01 -4.14757503060809e+01 1.04630983000000e+01 1.04630983000000e+01 -1.06678000854862e+00
517 -3.33928924000000e+01 -4.02780165726054e+01 1.04589039000000e+01 1.04589039000000e+01 6.58302651830024e-01
518 -4.79613845000000e+01 -3.90699815996280e+01 1.04557592000000e+01 1.04557592000000e+01 -8.50383289275825e-01
519 -9.30640427000000e+00 -3.78523711059717e+01 1.04536733000000e+01 1.04536733000000e+01 2.73071158976928e+00
520 -4.09795087000000e+01 -3.66258361052531e+01 1.04526613000000e+01 1.04526613000000e+01 -4.16513313671313e-01
521 -3.51292193000000e+01 -3.53911755667374e+01 1.04527436000000e+01 1.04527436000000e+01 2.50610056805920e-02
522 -5.10137277000000e+01 -3.41490395515135e+01 1.04539370000000e+01 1.04539370000000e+01 -1.61323797421837e+00
523 -3.58960072000000e+01 -3.29001518739082e+01 1.04562501000000e+01 1.04562501000000e+01 -2.86513357794666e-01
524 -1.56118861000000e+01 -3.16453101096587e+01 1.04596967000000e+01 1.04596967000000e+01 1.53287657085302e+00
525 -1.49548205000000e+01 -3.03851629506846e+01 1.04642763000000e+01 1.04642763000000e+01 1.47457330142216e+00
526 -1.25289348000000e+01 -2.91204328674010e+01 1.04699966000000e+01 1.04699966000000e+01 1.58467081712338e+00
527 -3.94119192000000e+01 -2.78518418997334e+01 1.04768619000000e+01 1.04768619000000e+01 -1.10339120727234e+00
528 -3.53688172000000e+01 -2.65801858841470e+01 1.04848681000000e+01 1.04848681000000e+01 -8.38220493765967e-01
529 -1.44187921000000e+01 -2.53060375915503e+01 1.04940165000000e+01 1.04940165000000e+01 1.03747173368275e+00
530 -2.83862081000000e+01 -2.40303404799023e+01 1.05043075000000e+01 1.05043075000000e+01 -4.14674420003192e-01
531 -1.11101696000000e+01 -2.27537407431413e+01 1.05157313000000e+01 1.05157313000000e+01 1.10725263046054e+00
532 -2.66457713000000e+01 -2.14771810642412e+01 1.05282849000000e+01 1.05282849000000e+01 -4.90924237409152e-01
533 -3.06548125000000e+01 -2.02012326645709e+01 1.05419635000000e+01 1.05419635000000e+01 -9.91616014932048e-01
534 -2.33371491000000e+01 -1.89268374930834e+01 1.05567531000000e+01 1.05567531000000e+01 -4.17771597492090e-01
535 -3.78749305000000e+01 -1.76546402760248e+01 1.05726483000000e+01 1.05726483000000e+01 -1.91250949149374e+00
536 -3.94011041000000e+00 -1.63855822708097e+01 1.05896324000000e+01 1.05896324000000e+01 1.17525060273194e+00
537 -8.04382418000000e+00 -1.51202333160294e+01 1.06076944000000e+01 1.06076944000000e+01 6.67101527362003e-01
538 -1.25622478000000e+01 -1.38593855856872e+01 1.06268215000000e+01 1.06268215000000e+01 1.22062630457023e-01
539 -1.63777118000000e+01 -1.26038309468681e+01 1.06469928000000e+01 1.06469928000000e+01 -3.54455095821222e-01
540 -1.17432059000000e+01 -1.13542125354543e+01 1.06681915000000e+01 1.06681915000000e+01 -3.64629154384530e-02
541 6.07531616000000e+00 -1.01112474214257e+01 1.06903975000000e+01 1.06903975000000e+01 1.51412176969338e+00
542 -1.67629082000000e+01 -8.87572662060892e+00 1.07135796000000e+01 1.07135796000000e+01 -7.36185464976717e-01
543 1.08452857000000e+01 -7.64831471843055e+00 1.07377134000000e+01 1.07377134000000e+01 1.72230341130455e+00
544 6.21510295000000e+00 -6.42972058307863e+00 1.07627745000000e+01 1.07627745000000e+01 1.17486653028721e+00
545 3.12686207000000e+00 -5.22060089452976e+00 1.07887291000000e+01 1.07887291000000e+01 7.73720693805331e-01
546 -1.85066108000000e+01 -4.02161953124670e+00 1.08155509000000e+01 1.08155509000000e+01 -1.33927447641648e+00
547 1.33392288000000e+00 -2.83345500449392e+00 1.08432131000000e+01 1.08432131000000e+01 3.84330534322333e-01
548 -2.12992394000000e-01 -1.65675594029631e+00 1.08716799000000e+01 1.08716799000000e+01 1.32800409833287e-01
549 -4.59162258000000e+00 -4.92210114875713e-01 1.09009259000000e+01 1.09009259000000e+01 -3.76060942229163e-01
550 -7.24730255000000e+00 6.59526039375347e-01 1.09309143000000e+01 1.09309143000000e+01 -7.23345584126970e-01
551 3.10840618000000e+00 1.79776078759503e+00 1.09616164000000e+01 1.09616164000000e+01 1.19566799692514e-01
552 -8.53953342000000e-01 2.92180467681425e+00 1.09930032000000e+01 1.09930032000000e+01 -3.43469200374129e-01
553 -9.66630098000000e+00 4.03096632305172e+00 1.10250365000000e+01 1.10250365000000e+01 -1.24237840872923e+00
554 -1.09372857000000e+01 5.12456930504298e+00 1.10576860000000e+01 1.10576860000000e+01 -1.45255119425918e+00
555 1.94751176000000e+00 6.20191504167123e+00 1.10909220000000e+01 1.10909220000000e+01 -3.83593292033902e-01
556 4.16009120000000e+01 7.26231246536720e+00 1.11247057000000e+01 1.11247057000000e+01 3.08669734378976e+00
557 1.41461941000000e+01 8.30514480430369e+00 1.11590062000000e+01 1.11590062000000e+01 5.23438126210228e-01
558 1.11201039000000e+00 9.32969144547536e+00 1.11937877000000e+01 1.11937877000000e+01 -7.34128721726191e-01
559 -6.37689613000000e+00 1.03354619010123e+01 1.12290052000000e+01 1.12290052000000e+01 -1.48832044632167e+00
560 6.36449215000000e+00 1.13218172827465e+01 1.12646223000000e+01 1.12646223000000e+01 -4.40079125666427e-01
561 1.05942192000000e+01 1.22881187235524e+01 1.13006039000000e+01 1.13006039000000e+01 -1.49894601964799e-01
562 2.22712174000000e+01 1.32339500165380e+01 1.13369059000000e+01 1.13369059000000e+01 7.97154661349181e-01
563 1.27097875000000e+01 1.41585238573343e+01 1.13734973000000e+01 1.13734973000000e+01 -1.27378265376144e-01
564 2.77713906000000e+01 1.50613497903398e+01 1.14103345000000e+01 1.14103345000000e+01 1.11390606556365e+00
565 -1.64250343000000e+01 1.59419373223364e+01 1.14473848000000e+01 1.14473848000000e+01 -2.82745554446081e+00
566 2.58974100000000e+01 1.67997959075724e+01 1.14846156000000e+01 1.14846156000000e+01 7.92156604042335e-01
567 2.40492083000000e+01 1.76342864970119e+01 1.15219854000000e+01 1.15219854000000e+01 5.56754897726924e-01
568 1.48308399000000e+01 1.84449926125430e+01 1.15594640000000e+01 1.15594640000000e+01 -3.12657465133588e-01
569 7.45899329000000e+00 1.92314234603233e+01 1.15970200000000e+01 1.15970200000000e+01 -1.01512545208366e+00
570 1.11524014000000e+01 1.99930881333704e+01 1.16346140000000e+01 1.16346140000000e+01 -7.59860768339235e-01
571 1.98608381000000e+01 2.07294213783289e+01 1.16722170000000e+01 1.16722170000000e+01 -7.44145930742098e-02
572 3.16561094000000e+01 2.14401546694678e+01 1.17098013000000e+01 1.17098013000000e+01 8.72427675654256e-01
573 3.01308722000000e+01 2.21247224501798e+01 1.17473300000000e+01 1.17473300000000e+01 6.81529313454227e-01
574 1.88787440000000e+01 2.27828558605394e+01 1.17847760000000e+01 1.17847760000000e+01 -3.31284350295621e-01
575 2.29012538000000e+01 2.34142116323629e+01 1.18221113000000e+01 1.18221113000000e+01 -4.33896974361040e-02
576 9.55949316000000e+00 2.40183720736117e+01 1.18592993000000e+01 1.18592993000000e+01 -1.21920178822131e+00
577 2.26477502000000e+01 2.45949192707628e+01 1.18963138000000e+01 1.18963138000000e+01 -1.63678354782709e-01
578 2.71726804000000e+01 2.51434350731833e+01 1.19331303000000e+01 1.19331303000000e+01 1.70051384322582e-01
579 1.14501317000000e+01 2.56637237312039e+01 1.19697153000000e+01 1.19697153000000e+01 -1.18746283223661e+00
580 2.83743957000000e+01 2.61553665733321e+01 1.20060466000000e+01 1.20060466000000e+01 1.84825963166582e-01
581 3.46410830000000e+01 2.66179446443263e+01 1.20421037000000e+01 1.20421037000000e+01 6.66257205181992e-01
582 3.05400849000000e+01 2.70511129076460e+01 1.20778559000000e+01 1.20778559000000e+01 2.88873457444875e-01
583 2.07559845000000e+01 2.74546002299862e+01 1.21132850000000e+01 1.21132850000000e+01 -5.52997451144439e-01
584 2.83644822000000e+01 2.78279867123395e+01 1.21483751000000e+01 1.21483751000000e+01 4.41619132801151e-02
585 3.42359042000000e+01 2.81710005462178e+01 1.21830980000000e+01 1.21830980000000e+01 4.97812925233156e-01
586 9.03234150000000e+00 2.84832953448446e+01 1.22174394000000e+01 1.22174394000000e+01 -1.59206468786288e+00
587 3.65812217000000e+01 2.87647469996263e+01 1.22513860000000e+01 1.22513860000000e+01 6.38007381399436e-01
588 2.87195552000000e+01 2.90150825757904e+01 1.22849141000000e+01 1.22849141000000e+01 -2.40561206521097e-02
589 3.53437910000000e+01 2.92341029512298e+01 1.23180136000000e+01 1.23180136000000e+01 4.95996209061677e-01
590 3.36056498000000e+01 2.94215343660717e+01 1.23506743000000e+01 1.23506743000000e+01 3.38776275067690e-01
591 2.04118693000000e+01 2.95772510618113e+01 1.23828761000000e+01 1.23828761000000e+01 -7.40165829633980e-01
592 1.34754118000000e+01 2.97009041775796e+01 1.24146093000000e+01 1.24146093000000e+01 -1.30696762060644e+00
593 3.04220819000000e+01 2.97924412611646e+01 1.24458652000000e+01 1.24458652000000e+01 5.05903469720505e-02
594 3.41508265000000e+01 2.98517351656392e+01 1.24766248000000e+01 1.24766248000000e+01 3.44571661268584e-01
595 4.74405506000000e+01 2.98786582535197e+01 1.25068820000000e+01 1.25068820000000e+01 1.40417830331175e+00
596 3.12693635000000e+01 2.98730823832084e+01 1.25366323000000e+01 1.25366323000000e+01 1.11376092349109e-01
597 1.30878708000000e+01 2.98348046778580e+01 1.25658594000000e+01 1.25658594000000e+01 -1.33273287124779e+00
598 9.19260677000000e+00 2.97638443837910e+01 1.25945663000000e+01 1.25945663000000e+01 -1.63334227823240e+00
599 3.72076766000000e+01 2.96599975504496e+01 1.26227390000000e+01 1.26227390000000e+01 5.97943049408719e-01
600 9.76947189000000e+00 2.95232823251181e+01 1.26503779000000e+01 1.26503779000000e+01 -1.56151939422443e+00
601 3.79601109000000e+01 2.93537161928661e+01 1.26774845000000e+01 1.26774845000000e+01 6.78872429868394e-01
602 5.22007396000000e+01 2.91513898999863e+01 1.27040481000000e+01 1.27040481000000e+01 1.81433111072790e+00
603 1.64335009000000e+01 2.89161708532170e+01 1.27300728000000e+01 1.27300728000000e+01 -9.80565480600940e-01
604 2.23549041000000e+01 2.86481485097605e+01 1.27555592000000e+01 1.27555592000000e+01 -4.93372678616903e-01
605 3.01755266000000e+01 2.83473374945855e+01 1.27805091000000e+01 1.27805091000000e+01 1.43045092422372e-01
606 3.49774485000000e+01 2.80138260254704e+01 1.28049254000000e+01 1.28049254000000e+01 5.43823744145329e-01
607 4.26557149000000e+01 2.76475532487915e+01 1.28288117000000e+01 1.28288117000000e+01 1.16987933116272e+00
608 3.63382905000000e+01 2.72486803187770e+01 1.28521728000000e+01 1.28521728000000e+01 7.07243072643949e-01
609 1.70059027000000e+01 2.68173677340349e+01 1.28750140000000e+01 1.28750140000000e+01 -7.62054707982056e-01
610 2.89171574000000e+01 2.63536268921973e+01 1.28973406000000e+01 1.28973406000000e+01 1.98764271434583e-01
611 5.65665327000000e+01 2.58575427344598e+01 1.29191597000000e+01 1.29191597000000e+01 2.37701140620936e+00
612 2.07750350000000e+01 2.53291995187617e+01 1.29404783000000e+01 1.29404783000000e+01 -3.51931699368614e-01
613 2.83372943000000e+01 2.47687550291711e+01 1.29613058000000e+01 1.29613058000000e+01 2.75322511936170e-01
614 7.78723300000000e+00 2.41764405677120e+01 1.29816512000000e+01 1.29816512000000e+01 -1.26249021139252e+00
615 1.07135261000000e+01 2.35524867286039e+01 1.30015247000000e+01 1.30015247000000e+01 -9.87496537894813e-01
616 5.35784441000000e+01 2.28972718265527e+01 1.30209380000000e+01 1.30209380000000e+01 2.35629508975830e+00
617 3.17727159000000e+01 2.22109508001824e+01 1.30398979000000e+01 1.30398979000000e+01 7.33269936094941e-01
618 4.47683950000000e+01 2.14939005124926e+01 1.30584260000000e+01 1.30584260000000e+01 1.78233536626140e+00
619 2.02043299000000e+01 2.07463486549893e+01 1.30765313000000e+01 1.30765313000000e+01 -4.14497348382693e-02
620 1.43592768000000e+01 1.99685963952018e+01 1.30942283000000e+01 1.30942283000000e+01 -4.28381074981087e-01
621 1.21946426000000e+01 1.91608699351531e+01 1.31115320000000e+01 1.31115320000000e+01 -5.31305368064779e-01
622 2.40083355000000e+01 1.83235431595363e+01 1.31284581000000e+01 1.31284581000000e+01 4.33012947686806e-01
623 -1.00333727000000e+01 1.74569149769976e+01 1.31450227000000e+01 1.31450227000000e+01 -2.09130773711008e+00
624 1.77450103000000e+01 1.65612093153911e+01 1.31612431000000e+01 1.31612431000000e+01 8.99459857715802e-02
625 2.28135102000000e+01 1.56367235531462e+01 1.31771363000000e+01 1.31771363000000e+01 5.44639327048157e-01
626 4.12365096000000e+00 1.46838285151711e+01 1.31927195000000e+01 1.31927195000000e+01 -8.00454944499586e-01
627 8.97724651000000e+00 1.37027458154959e+01 1.32080094000000e+01 1.32080094000000e+01 -3.57775283344049e-01
628 1.80372636000000e+01 1.26938447254724e+01 1.32230234000000e+01 1.32230234000000e+01 4.04099630839918e-01
629 4.54304830000000e+00 1.16576421706575e+01 1.32377795000000e+01 1.32377795000000e+01 -5.37446168419525e-01
630 4.68844435000000e+00 1.05945058566677e+01 1.32522957000000e+01 1.32522957000000e+01 -4.45663275282007e-01
631 7.78846535000000e+00 9.50480270251970e+00 1.32665899000000e+01 1.32665899000000e+01 -1.29372910857800e-01
632 2.93618343000000e+01 8.38904727445655e+00 1.32806814000000e+01 1.32806814000000e+01 1.57919510256028e+00
633 6.79805163000000e+00 7.24753069482219e+00 1.32945886000000e+01 1.32945886000000e+01 -3.38091744201990e-02
634 6.57784006000000e+00 6.08076594803518e+00 1.33083298000000e+01 1.33083298000000e+01 3.73506006715300e-02
635 1.24222813000000e+01 4.88923553881907e+00 1.33219195000000e+01 1.33219195000000e+01 5.65462489184155e-01
636 2.15190622000000e+00 3.67339891334769e+00 1.33353876000000e+01 1.33353876000000e+01 -1.14094373480955e-01
637 1.23343900000000e+01 2.43375925504859e+00 1.33487475000000e+01 1.33487475000000e+01 7.41689866030607e-01
638 -1.16747657000000e+01 1.17081895393285e+00 1.33620195000000e+01 1.33620195000000e+01 -9.61350539410068e-01
639 1.65530446000000e+00 -1.14942658360352e-01 1.33752231000000e+01 1.33752231000000e+01 1.32352717044425e-01
640 -7.03959727000000e+00 -1.42302626143679e+00 1.33883772000000e+01 1.33883772000000e+01 -4.19510962729913e-01
641 9.07037057000000e-01 -2.75292738861156e+00 1.34015027000000e+01 1.34015027000000e+01 2.73101049004867e-01
642 -1.89581911000000e+01 -4.10407705112989e+00 1.34146178000000e+01 1.34146178000000e+01 -1.10730803294821e+00
643 9.74286454000000e-01 -5.47590111064924e+00 1.34277408000000e+01 1.34277408000000e+01 4.80362829512560e-01
644 1.03236095000000e+01 -6.86781285525256e+00 1.34408898000000e+01 1.34408898000000e+01 1.27903900791245e+00
645 -8.89695601000000e-01 -8.27924119968580e+00 1.34540817000000e+01 1.34540817000000e+01 5.49241915090036e-01
646 4.47837909000000e+00 -9.70961583885806e+00 1.34673336000000e+01 1.34673336000000e+01 1.05351180495433e+00
647 -2.05145169000000e+01 -1.11582856048680e+01 1.34806619000000e+01 1.34806619000000e+01 -6.94048360869581e-01
648 -1.12553738000000e+01 -1.26248079130619e+01 1.34940834000000e+01 1.34940834000000e+01 1.01484041002880e-01
649 -5.60359112000000e+00 -1.41083847020929e+01 1.35076137000000e+01 1.35076137000000e+01 6.29629612674878e-01
650 2.76290776000000e+00 -1.56085155467946e+01 1.35212619000000e+01 1.35212619000000e+01 1.35870626888712e+00
651 -2.71310319000000e+01 -1.71244780713184e+01 1.35350544000000e+01 1.35350544000000e+01 -7.39306509819538e-01
652 -3.73207153000000e+00 -1.86556246446766e+01 1.35489999000000e+01 1.35489999000000e+01 1.10145052954622e+00
653 -2.79798080000000e+01 -2.02013825458266e+01 1.35631126000000e+01 1.35631126000000e+01 -5.73498553287349e-01
654 -1.10431399000000e+01 -2.17611055788716e+01 1.35774056000000e+01 1.35774056000000e+01 7.89397179006838e-01
655 -4.16864142000000e+01 -2.33341482844640e+01 1.35918922000000e+01 1.35918922000000e+01 -1.35023627656023e+00
656 -3.07625434000000e+01 -2.49197174972867e+01 1.36065844000000e+01 1.36065844000000e+01 -4.29411653281135e-01
657 5.10972790000000e+00 -2.65173176460317e+01 1.36214941000000e+01 1.36214941000000e+01 2.32184849281928e+00
658 -1.75221718000000e+01 -2.81260827848541e+01 1.36366325000000e+01 1.36366325000000e+01 7.77604807114524e-01
659 -2.47127071000000e+01 -2.97454445462920e+01 1.36520097000000e+01 1.36520097000000e+01 3.68644438209859e-01
660 6.26744369000000e+00 -3.13746868254020e+01 1.36676341000000e+01 1.36676341000000e+01 2.75410727562585e+00
661 -4.37049037000000e+01 -3.30130942067511e+01 1.36835139000000e+01 1.36835139000000e+01 -7.81364317044974e-01
662 -4.84941095000000e+01 -3.46600261728718e+01 1.36996503000000e+01 1.36996503000000e+01 -1.00981288019652e+00
663 -2.17058730000000e+01 -3.63146944410002e+01 1.37160610000000e+01 1.37160610000000e+01 1.06508868989429e+00
664 -4.71778699000000e+01 -3.79763856064753e+01 1.37327461000000e+01 1.37327461000000e+01 -6.70039642946922e-01
665 -1.87472006000000e+01 -3.96444611322386e+01 1.37497103000000e+01 1.37497103000000e+01 1.51983278747615e+00
666 -5.72874337000000e+01 -4.13182089020500e+01 1.37669570000000e+01 1.37669570000000e+01 -1.15996765283352e+00
667 -5.38803496000000e+01 -4.29968432091179e+01 1.37844891000000e+01 1.37844891000000e+01 -7.89547317417963e-01
668 -4.02056768000000e+01 -4.46796531800231e+01 1.38023094000000e+01 1.38023094000000e+01 3.24146941672173e-01
669 -3.56941746000000e+01 -4.63660027625202e+01 1.38204192000000e+01 1.38204192000000e+01 7.72178326003321e-01
670 -5.08415476000000e+01 -4.80551080592175e+01 1.38388187000000e+01 1.38388187000000e+01 -2.01349522758217e-01
671 -5.09488402000000e+01 -4.97462599682597e+01 1.38575086000000e+01 1.38575086000000e+01 -8.67818499308227e-02
672 -8.32394478000000e+01 -5.14388241698294e+01 1.38764865000000e+01 1.38764865000000e+01 -2.29169131755150e+00
673 -6.56273623000000e+01 -5.31319442408219e+01 1.38957518000000e+01 1.38957518000000e+01 -8.99225766192662e-01
674 -5.83593969000000e+01 -5.48250611657962e+01 1.39152955000000e+01 1.39152955000000e+01 -2.53989269160962e-01
675 -7.55497227000000e+01 -5.65173195793722e+01 1.39351256000000e+01 1.39351256000000e+01 -1.36578626321300e+00
676 -7.16951414000000e+01 -5.82080130584860e+01 1.39552317000000e+01 1.39552317000000e+01 -9.66456783480992e-01
677 -8.40546710000000e+01 -5.98965098892561e+01 1.39756070000000e+01 1.39756070000000e+01 -1.72859476591921e+00
678 -4.96297267000000e+01 -6.15818819618429e+01 1.39962437000000e+01 1.39962437000000e+01 8.53954497937395e-01
679 -6.94238068000000e+01 -6.32634242796312e+01 1.40171334000000e+01 1.40171334000000e+01 -4.39489469392424e-01
680 -8.15030881000000e+01 -6.49404322891737e+01 1.40382665000000e+01 1.40382665000000e+01 -1.17982201084630e+00
681 -3.94062980000000e+01 -6.66119792099357e+01 1.40596328000000e+01 1.40596328000000e+01 1.93502075032398e+00
682 -7.46946142000000e+01 -6.82774355423876e+01 1.40812200000000e+01 1.40812200000000e+01 -4.55726042034171e-01
683 -7.78503008000000e+01 -6.99359495256125e+01 1.41030175000000e+01 1.41030175000000e+01 -5.61181412019625e-01
684 -5.48552740000000e+01 -7.15869666447998e+01 1.41250067000000e+01 1.41250067000000e+01 1.18454405014900e+00
685 -7.44792943000000e+01 -7.32297843061598e+01 1.41471861000000e+01 1.41471861000000e+01 -8.83221571419244e-02
686 -1.02640387000000e+02 -7.48633291651486e+01 1.41695357000000e+01 1.41695357000000e+01 -1.96033648687949e+00
687 -9.98063924000000e+01 -7.64877899013866e+01 1.41920417000000e+01 1.41920417000000e+01 -1.64307595704242e+00
