# ell mean_D_TT_uK2 mean_D_TE_uK2 mean_D_EE_uK2 mean_C_TT_uK2 mean_C_TE_uK2 mean_C_EE_uK2 draw_D_TT_uK2 draw_D_TE_uK2 draw_D_EE_uK2 draw_C_TT_uK2 draw_C_TE_uK2 draw_C_EE_uK2 TT_D_68_lower_uK2 TT_D_68_upper_uK2 TT_D_95_lower_uK2 TT_D_95_upper_uK2 EE_D_68_lower_uK2 EE_D_68_upper_uK2 EE_D_95_lower_uK2 EE_D_95_upper_uK2 sigma_D_TT_uK2 sigma_D_TE_uK2 sigma_D_EE_uK2 cov_D_TT_TT_uK4 cov_D_TT_TE_uK4 cov_D_TT_EE_uK4 cov_D_TE_TE_uK4 cov_D_TE_EE_uK4 cov_D_EE_EE_uK4
2400 1.03399252977600e+02 -5.47183266515500e+00 3.03919015983800e+00 1.12744111322054e-04 -5.96635752551840e-06 3.31386140462635e-06 1.03711187728621e+02 -5.67494297898574e+00 3.13582446922057e+00 1.13084237631302e-04 -6.18782423029383e-06 3.41922918070611e-06 1.01300527931209e+02 1.05497660883005e+02 9.93038758054376e+01 1.07576223128487e+02 2.97750282336780e+00 3.10086817465708e+00 2.91881569247935e+00 3.16196287061633e+00 2.11040859038763e+00 2.67752705163916e-01 6.20307481576598e-02 4.45382441838189e+00 -2.35693984584652e-01 1.24727984650936e-02 7.16915111225951e-02 -6.92769839292615e-03 3.84781371699901e-03
2401 1.03194552014700e+02 -5.42435863538000e+00 3.02755374703900e+00 1.12427220860262e-04 -5.90966823750795e-06 3.29842464683775e-06 1.01068763693381e+02 -5.53030589516360e+00 2.99410293409895e+00 1.10111241300904e-04 -6.02509444696069e-06 3.26198103754885e-06 1.01100417957820e+02 1.05288369690128e+02 9.91081250512856e+01 1.07362376518504e+02 2.96611539310531e+00 3.08898281887561e+00 2.90766488640105e+00 3.14983067394204e+00 2.10579201504433e+00 2.66785336609732e-01 6.17803787231335e-02 4.43436001062445e+00 -2.33089427168482e-01 1.22522034583475e-02 7.11744158299683e-02 -6.83844984877288e-03 3.81681519517380e-03
2402 1.02988902904900e+02 -5.37698403595500e+00 3.01619411269700e+00 1.12109786707535e-04 -5.85317948242806e-06 3.28331372706462e-06 1.00410527487205e+02 -5.36190939192647e+00 3.03369198344159e+00 1.09303065692198e-04 -5.83676980061709e-06 3.30236124093924e-06 1.00899377072398e+02 1.05078113117757e+02 9.89114598243522e+01 1.07147547502628e+02 2.95499901947283e+00 3.07737996249701e+00 2.89677969553633e+00 3.13798664566581e+00 2.10115810904139e+00 2.65829344432973e-01 6.15357629762136e-02 4.41486539919039e+00 -2.30497268179050e-01 1.20341133498085e-02 7.06652403616644e-02 -6.75047974747689e-03 3.78665012506474e-03
2403 1.02780060471300e+02 -5.32973997191400e+00 3.00511137140800e+00 1.11789368569429e-04 -5.79692465024269e-06 3.26852797274155e-06 9.94323301252171e+01 -5.01718899401808e+00 2.95475300967724e+00 1.08148188949440e-04 -5.45697664569274e-06 3.21375538908808e-06 1.00695205630507e+02 1.04864600463405e+02 9.87117237988867e+01 1.06929400284068e+02 2.94415381834691e+00 3.06605971883749e+00 2.88616023690853e+00 3.12643089776366e+00 2.09646108643826e+00 2.64882253081652e-01 6.12968996289822e-02 4.39514908694990e+00 -2.27913874187487e-01 1.18186512037520e-02 7.01626079976125e-02 -6.66380786197068e-03 3.75730990412551e-03
2404 1.02570236253700e+02 -5.28262795419500e+00 2.99430573314200e+00 1.11468377614438e-04 -5.74090485799727e-06 3.25406681651188e-06 1.03323080524509e+02 -5.20805090958128e+00 2.95163109427442e+00 1.12286532398208e-04 -5.65985812871208e-06 3.20769008059323e-06 1.00490070282521e+02 1.04650088149513e+02 9.85110409190576e+01 1.06710235743427e+02 2.93357999904130e+00 3.05502229852374e+00 2.87580671913564e+00 3.11516364144041e+00 2.09174608655982e+00 2.63946725094696e-01 6.10637893411060e-02 4.37540169063832e+00 -2.25344311624945e-01 1.16058049916583e-02 6.96678736882150e-02 -6.57841678906312e-03 3.72878636869497e-03
2405 1.02357927324500e+02 -5.23567190247400e+00 2.98378493095400e+00 1.11145183651864e-04 -5.68514555102846e-06 3.23993786116034e-06 1.01003366146167e+02 -5.58817477732368e+00 3.07353493184254e+00 1.09674335669019e-04 -6.06791020626392e-06 3.33739274904496e-06 1.00282498563998e+02 1.04433042789920e+02 9.83079677027784e+01 1.06488490324849e+02 2.92328514141428e+00 3.04427558778492e+00 2.86572657625564e+00 3.10419291457528e+00 2.08698247666230e+00 2.63021433839697e-01 6.08365861618959e-02 4.35549585789550e+00 -2.22786333023638e-01 1.13956600583478e-02 6.91802746590903e-02 -6.49433337186497e-03 3.70109021583378e-03
2406 1.02143858965500e+02 -5.18888100760000e+00 2.97353450683100e+00 1.10820579397417e-04 -5.62965610963167e-06 3.22612460741790e-06 1.07770025301060e+02 -5.25514439560076e+00 3.02093156620806e+00 1.16924666509532e-04 -5.70154831270147e-06 3.27754786120032e-06 1.00073201024373e+02 1.04214204396564e+02 9.81032006838249e+01 1.06264918631286e+02 2.91325508423876e+00 3.03380483186747e+00 2.85590592932708e+00 3.09350366841381e+00 2.08218507112583e+00 2.62106719789605e-01 6.06149916530197e-02 4.33549467041926e+00 -2.20241982060692e-01 1.11882344113991e-02 6.86999325588667e-02 -6.41151744356477e-03 3.67417721309565e-03
2407 1.01928013321400e+02 -5.14227944898300e+00 2.96356238092900e+00 1.10494549343731e-04 -5.57446213067326e-06 3.21263486908395e-06 1.04763315846912e+02 -5.49367544987263e+00 2.97549340380672e+00 1.13568144762702e-04 -5.95539119515976e-06 3.22556863432792e-06 9.98621601499628e+01 1.03993554772579e+02 9.78967226738891e+01 1.06039502127916e+02 2.90349759065305e+00 3.02361810792193e+00 2.84635239203338e+00 3.08310413554145e+00 2.07735352643434e+00 2.61203009566022e-01 6.03991637060434e-02 4.31539767378920e+00 -2.17712285847685e-01 1.09836086942608e-02 6.82270122063477e-02 -6.32999623145600e-03 3.64805897638943e-03
2408 1.01709629390100e+02 -5.09586925663700e+00 2.95386170886100e+00 1.10166273102140e-04 -5.51956513445043e-06 3.19946044121570e-06 9.91222625826892e+01 -4.84553182710394e+00 2.87657160951846e+00 1.07363779768619e-04 -5.24841340776534e-06 3.11574405916495e-06 9.96486303388045e+01 1.03770317518044e+02 9.76878027230194e+01 1.05811449163506e+02 2.89400595856354e+00 3.01370842928993e+00 2.83705939758720e+00 3.07298718830644e+00 2.07247235671973e+00 2.60309162558316e-01 6.01889592351932e-02 4.29514166936745e+00 -2.15195754001642e-01 1.07817660289550e-02 6.77608601118119e-02 -6.24973762530289e-03 3.62271081381575e-03
2409 1.01490174348400e+02 -5.04966745653100e+00 2.94443316567600e+00 1.09837344448112e-04 -5.46498286491674e-06 3.18660128331821e-06 1.05325678853642e+02 -4.99731217355739e+00 2.82244061445455e+00 1.13988304205343e-04 -5.40832156458328e-06 3.05457532164613e-06 9.94340490135980e+01 1.03545989559371e+02 9.74778499463986e+01 1.05582286132183e+02 2.88478085285412e+00 3.00407648118459e+00 2.82802760113191e+00 3.06315352191919e+00 2.06757148172121e+00 2.59427025510658e-01 5.99843884619533e-02 4.27485183202682e+00 -2.12696256719142e-01 1.05827521981939e-02 6.73023815653075e-02 -6.17074427667344e-03 3.59812685915451e-03
2410 1.01268143690900e+02 -5.00369864566500e+00 2.93528494469800e+00 1.09506138449811e-04 -5.41074119345750e-06 3.17406548425386e-06 1.00619210751855e+02 -4.72073732443557e+00 2.90524049293234e+00 1.08804415897411e-04 -5.10476144020883e-06 3.14157696639635e-06 9.92169421314148e+01 1.03319035933278e+02 9.72654192834326e+01 1.05350447902288e+02 2.87583030440682e+00 2.99473061934791e+00 2.81926487893205e+00 3.05361165292661e+00 2.06262026938795e+00 2.58555277065649e-01 5.97856147323398e-02 4.25440237569001e+00 -2.10211687797206e-01 1.03866418322463e-02 6.68508312984945e-02 -6.09304347746370e-03 3.57431972892377e-03
2411 1.01045003889700e+02 -4.95796528191800e+00 2.92640304285800e+00 1.09174245563911e-04 -5.35684198474888e-06 3.16183712327534e-06 1.00440441663275e+02 -5.24316218793591e+00 2.91949467597569e+00 1.08521045282594e-04 -5.66498346481310e-06 3.15437296657860e-06 9.89987464364451e+01 1.03090952835289e+02 9.70519191954807e+01 1.05117460110891e+02 2.86714059734201e+00 2.98565655356537e+00 2.81075778827116e+00 3.04434700662496e+00 2.05764861312171e+00 2.57695100439670e-01 5.95923492580093e-02 4.23391781508169e+00 -2.07745229606636e-01 1.01934147778164e-02 6.64067647906118e-02 -6.01658913016345e-03 3.55124809008856e-03
2412 1.00819249691900e+02 -4.91248482888200e+00 2.91778840110600e+00 1.08840042834765e-04 -5.30330329609275e-06 3.14991646465975e-06 1.04512954542960e+02 -5.34672434864788e+00 2.96573760077083e+00 1.12827604688647e-04 -5.77208924794519e-06 3.20168031889752e-06 9.87779871403223e+01 1.02860204552562e+02 9.68359038787259e+01 1.04881756874981e+02 2.85871265699159e+00 2.97685524040326e+00 2.80250723955410e+00 3.03536055497967e+00 2.05262587879919e+00 2.56844843207986e-01 5.94046077437874e-02 4.21327299831614e+00 -2.05294522101855e-01 1.00031117902573e-02 6.59692734825350e-02 -5.94138497588439e-03 3.52890742119325e-03
2413 1.00592346774300e+02 -4.86727490209600e+00 2.90944947463000e+00 1.08505117314868e-04 -5.25014328814296e-06 3.13831187649620e-06 9.93166873266460e+01 -4.86593035407210e+00 2.93304135643072e+00 1.07129112256232e-04 -5.24869297561177e-06 3.16375953712399e-06 9.85561002199176e+01 1.02628286457345e+02 9.66187810535986e+01 1.04644862980411e+02 2.85055477082955e+00 2.96833530273883e+00 2.79452136062107e+00 3.02666108689364e+00 2.04758193168461e+00 2.56006653343652e-01 5.92225588370872e-02 4.19259176696127e+00 -2.02863312532624e-01 9.81577168948565e-03 6.55394065562170e-02 -5.86744993030163e-03 3.50731147521226e-03
2414 1.00363531871100e+02 -4.82234584347700e+00 2.90137251794800e+00 1.08168648520131e-04 -5.19737222137141e-06 3.12700777133826e-06 9.91402270646868e+01 -4.58709217915276e+00 2.77564812542061e+00 1.06850209190915e-04 -4.94382324342149e-06 2.99150598725230e-06 9.83323378442759e+01 1.02394419851318e+02 9.63998175743884e+01 1.04405984443388e+02 2.84265347510267e+00 2.96008271340427e+00 2.78678695569171e+00 3.01823429612265e+00 2.04250125101102e+00 2.55179119079251e-01 5.90459192405544e-02 4.17181136038157e+00 -2.00450470389427e-01 9.63140171219710e-03 6.51163828140625e-02 -5.79474910014700e-03 3.48642057896207e-03
2415 1.00132784084000e+02 -4.77771558067700e+00 2.89356615343900e+00 1.07830618122725e-04 -5.14500849039405e-06 3.11601270012204e-06 1.00290817689316e+02 -4.76642482343854e+00 2.80629590712762e+00 1.08000800760721e-04 -5.13284974195582e-06 3.02203344358221e-06 9.81066795159708e+01 1.02158583435363e+02 9.61789933254671e+01 1.04165099568199e+02 2.83501722108874e+00 2.95210626585457e+00 2.77931231318750e+00 3.01008914550201e+00 2.03738343367458e+00 2.54362638982837e-01 5.88748610076856e-02 4.15093125581162e+00 -1.98056701575116e-01 9.45003774367368e-03 6.47003521103129e-02 -5.72330204719732e-03 3.46624925867430e-03
2416 9.99008248515500e+01 -4.73339477291000e+00 2.88602422795300e+00 1.07491806602100e-04 -5.09306260741190e-06 3.10531928661334e-06 1.01430788870835e+02 -4.94124274139939e+00 2.83714670355157e+00 1.09138025206536e-04 -5.31670394035085e-06 3.05272779492190e-06 9.78798320566348e+01 1.01921513262743e+02 9.59570012219123e+01 1.03922958884052e+02 2.82763998358554e+00 2.94439967901172e+00 2.77209152957117e+00 3.00221922717472e+00 2.03224317796276e+00 2.53557852006494e-01 5.87092554782018e-02 4.13001233437619e+00 -1.95683857712280e-01 9.27168469944619e-03 6.42915843141473e-02 -5.65309000417312e-03 3.44677667880476e-03
2417 9.96668894113700e+01 -4.68940167008000e+00 2.87874809617700e+00 1.07151394051203e-04 -5.04155320972414e-06 3.09492824998734e-06 9.87099994883716e+01 -4.45641873590132e+00 2.81170650879410e+00 1.06122646291457e-04 -4.79107437633399e-06 3.02285216142965e-06 9.76510461586854e+01 1.01682429118607e+02 9.57331066605689e+01 1.03678766871066e+02 2.82052309326851e+00 2.93696433157119e+00 2.76512591260607e+00 2.99462594354842e+00 2.02706494304574e+00 2.52763978822781e-01 5.85491267971122e-02 4.10899228332503e+00 -1.93331159320520e-01 9.09637560428091e-03 6.38896289903235e-02 -5.58411835778782e-03 3.42800024870432e-03
2418 9.94316981070100e+01 -4.64575468674900e+00 2.87173176219100e+00 1.06810158586316e-04 -4.99049904901300e-06 3.08483241035342e-06 9.87816438485884e+01 -4.61984122521914e+00 2.90175532047906e+00 1.06111866193110e-04 -4.96266264484594e-06 3.11708390643691e-06 9.74210275764388e+01 1.01442065933539e+02 9.55080015154293e+01 1.03433272908246e+02 2.81366067886576e+00 2.92979410298416e+00 2.75840970954823e+00 2.98730305056551e+00 2.02186339937297e+00 2.51981685736579e-01 5.83943496222106e-02 4.08793160572403e+00 -1.91000734956400e-01 8.92414166196002e-03 6.34947699466483e-02 -5.51637845494513e-03 3.40990006780096e-03
2419 9.91944850138900e+01 -4.60245754768500e+00 2.86498416274700e+00 1.06467280515567e-04 -4.93990304724857e-06 3.07504063845011e-06 9.80768948271432e+01 -4.68279168569986e+00 2.88873272171917e+00 1.05267750240299e-04 -5.02612716752912e-06 3.10053040725708e-06 9.71890258566963e+01 1.01199642313905e+02 9.52809500536342e+01 1.03185680280641e+02 2.80706149977243e+00 2.92289810733329e+00 2.75195151098295e+00 2.98025983788227e+00 2.01662298943896e+00 2.51210437763043e-01 5.82451022974221e-02 4.06676828153372e+00 -1.88691219773054e-01 8.75495576699426e-03 6.31066840410998e-02 -5.44987310759782e-03 3.39249194163717e-03
2420 9.89567120803300e+01 -4.55952900342900e+00 2.85848459536100e+00 1.06124332099285e-04 -4.88978422993099e-06 3.06552998903728e-06 9.85586862677206e+01 -4.44527677524671e+00 2.81133755337313e+00 1.05697476531497e-04 -4.76725649884735e-06 3.01496799848370e-06 9.69564733737846e+01 1.00956649777564e+02 9.50533565119069e+01 1.02937509794007e+02 2.80070527539872e+00 2.91625522030439e+00 2.74573143766214e+00 2.97347476330996e+00 2.01137345186798e+00 2.50451169765186e-01 5.81009605797678e-02 4.04562316287929e+00 -1.86406113949282e-01 8.58884723532751e-03 6.27257884367501e-02 -5.38456658475666e-03 3.37572162029173e-03
2421 9.87168692485100e+01 -4.51697311901000e+00 2.85224957163600e+00 1.05779695765719e-04 -4.84014582257449e-06 3.05631746865910e-06 9.99480620892436e+01 -4.26994657791893e+00 2.83183184815479e+00 1.07098975895986e-04 -4.57544544702985e-06 3.03443893265495e-06 9.67218905818838e+01 1.00711547759285e+02 9.48237703751005e+01 1.02687190666909e+02 2.79460818682888e+00 2.90988228396998e+00 2.73976535613616e+00 2.96696499617381e+00 2.00608410480912e+00 2.49702773626891e-01 5.79622568276896e-02 4.02437343556780e+00 -1.84142657356326e-01 8.42578821303280e-03 6.23514751569623e-02 -5.32047682997630e-03 3.35962321655905e-03
2422 9.84756742663500e+01 -4.47481641776300e+00 2.84626596026400e+00 1.05434144510534e-04 -4.79101508431864e-06 3.04738828960150e-06 1.00131231536541e+02 -4.53686509331389e+00 2.78528728151514e+00 1.07206686468446e-04 -4.85744823213366e-06 2.98210074650859e-06 9.64859807030773e+01 1.00465068530638e+02 9.45928810450807e+01 1.02435469556339e+02 2.78875737144051e+00 2.90376589837737e+00 2.73404065935820e+00 2.96071687037432e+00 2.00076955496097e+00 2.48965637920223e-01 5.78287208596845e-02 4.00307881205873e+00 -1.81903225575787e-01 8.26583363165378e-03 6.19838888650235e-02 -5.25759242448269e-03 3.34416095626731e-03
2423 9.82338441501400e+01 -4.43305588491200e+00 2.84053555528300e+00 1.05088447999018e-04 -4.74238758412318e-06 3.03874367915891e-06 1.00456520059189e+02 -4.48675997881271e+00 2.77458786613527e+00 1.07466218753156e-04 -4.79983906561661e-06 2.96819426351083e-06 9.62494462545953e+01 1.00217943604790e+02 9.43613772441044e+01 1.02183092334138e+02 2.78315459023079e+00 2.89790789060092e+00 2.72855907682575e+00 2.95473224564296e+00 1.99544438209535e+00 2.48240647201283e-01 5.77003859002853e-02 3.98179828203590e+00 -1.79688929608957e-01 8.10892695636596e-03 6.16234189229120e-02 -5.19589554761670e-03 3.32933453304184e-03
2424 9.79898666486100e+01 -4.39171096804300e+00 2.83505278917600e+00 1.04740990503731e-04 -4.69428291446144e-06 3.03037699126078e-06 9.81572270286609e+01 -4.45799286433247e+00 2.85379377132333e+00 1.04919881368442e-04 -4.76513137774918e-06 3.05040915479217e-06 9.60108055216773e+01 9.99686301985511e+01 9.41278063117867e+01 1.01928485977024e+02 2.77779439134615e+00 2.89230257747806e+00 2.72331526667135e+00 2.94900532421275e+00 1.99007787971692e+00 2.47525834960666e-01 5.75771356420040e-02 3.96040996733857e+00 -1.77497699368023e-01 7.95509392733726e-03 6.12690389729749e-02 -5.13538149276351e-03 3.31512654873773e-03
2425 9.77452000589600e+01 -4.35079386570800e+00 2.82982701608600e+00 1.04393334215719e-04 -4.64671286009529e-06 3.02229753772812e-06 9.87551628026235e+01 -4.30314890464115e+00 2.84700207061199e+00 1.05471989517269e-04 -4.59582732974345e-06 3.04064075259927e-06 9.57714873302734e+01 9.97186160759384e+01 9.38935690336675e+01 1.01673167434598e+02 2.77268594319177e+00 2.88695949886218e+00 2.71831822051554e+00 2.94354582980963e+00 1.98469968313264e+00 2.46823319810172e-01 5.74591568563805e-02 3.93903283222680e+00 -1.75332598152515e-01 7.80433199830235e-03 6.09217512021147e-02 -5.07606432595413e-03 3.30155470664613e-03
2426 9.74990733547300e+01 -4.31030952943800e+00 2.82483793989500e+00 1.04044657191316e-04 -4.59968143232700e-06 3.01448295829511e-06 1.01300185316586e+02 -4.59066646236902e+00 2.84957736664137e+00 1.08100956163289e-04 -4.89886008063978e-06 3.04088326228129e-06 9.55307362131531e+01 9.94671146536001e+01 9.36579247467329e+01 1.01416334715490e+02 2.76780936265098e+00 2.88185794569651e+00 2.71354844813576e+00 2.93833264432260e+00 1.97929414650086e+00 2.46131348654666e-01 5.73460342428626e-02 3.91760531837256e+00 -1.73192328453438e-01 7.65661167919392e-03 6.05806407905648e-02 -5.01789651409331e-03 3.28856764338357e-03
2427 9.72514575014300e+01 -4.27027052247500e+00 2.82009503923200e+00 1.03694931348725e-04 -4.55320074418439e-06 3.00694271328264e-06 9.74769887763061e+01 -4.39314588008741e+00 2.89625055047937e+00 1.03935405380334e-04 -4.68421730783724e-06 3.08814396942326e-06 9.52885237057933e+01 9.92140963271625e+01 9.34208455290486e+01 1.01157957651180e+02 2.76317394003578e+00 2.87700758489920e+00 2.70901506060673e+00 2.93337562109790e+00 1.97386069668260e+00 2.45450284290499e-01 5.72379571665316e-02 3.89612604990832e+00 -1.71077253238347e-01 7.51193010715506e-03 6.02458420582870e-02 -4.96089339510212e-03 3.27618374059771e-03
2428 9.70030654349300e+01 -4.23068959346900e+00 2.81559299561200e+00 1.03344919179514e-04 -4.50728306523420e-06 2.99967046679691e-06 9.57787610496570e+01 -3.99930293726653e+00 2.77913812303489e+00 1.02040572382020e-04 -4.26076884243880e-06 2.96083225232102e-06 9.50455483406426e+01 9.89602884337510e+01 9.31830162088288e+01 1.00898777842497e+02 2.75877446730308e+00 2.87240298756043e+00 2.70471295490732e+00 2.92866922179604e+00 1.96841381727837e+00 2.44780761439794e-01 5.71348145705007e-02 3.87465295605242e+00 -1.68989030047416e-01 7.37028389387972e-03 5.99176211710456e-02 -4.90504426023467e-03 3.26438703600550e-03
2429 9.67538663729800e+01 -4.19157967857000e+00 2.81133397676300e+00 1.02994588978432e-04 -4.46194082312380e-06 2.99266787232668e-06 9.81658848461256e+01 -4.25269254505825e+00 2.84517069893348e+00 1.04497684076575e-04 -4.52699553154224e-06 3.02868709742815e-06 9.48017799489995e+01 9.87056595776583e+01 9.29444072012666e+01 1.00638763286267e+02 2.75461307149025e+00 2.86804636209316e+00 2.70064421929900e+00 2.92421569506502e+00 1.96295289132433e+00 2.44122838977140e-01 5.70366473717104e-02 3.85318405355854e+00 -1.66927985228261e-01 7.23166915077217e-03 5.95959605102586e-02 -4.85035207518962e-03 3.25317914340484e-03
2430 9.65030858002800e+01 -4.15293904685300e+00 2.80730534990200e+00 1.02643118091898e-04 -4.41717080318844e-06 2.98592083517780e-06 9.30489834492129e+01 -3.93243287331850e+00 2.77027941526234e+00 9.89692476391349e-05 -4.18263487076307e-06 2.94653911644658e-06 9.45564596309313e+01 9.84494196305613e+01 9.27042744643353e+01 1.00377108390834e+02 2.75067737770657e+00 2.86392481786132e+00 2.69679672421166e+00 2.92000189482504e+00 1.95746221652950e+00 2.43475035555830e-01 5.69431962421077e-02 3.83165832914059e+00 -1.64892587188557e-01 7.09603074547472e-03 5.92800929389126e-02 -4.79677761943935e-03 3.24252759826718e-03
2431 9.62514339623100e+01 -4.11479587260000e+00 2.80350939350700e+00 1.02291264503411e-04 -4.37300158194516e-06 2.97943115342383e-06 9.43759019618500e+01 -3.81246947858904e+00 2.82453109440029e+00 1.00298041836009e-04 -4.05170404004830e-06 3.00177197763669e-06 9.43102832905320e+01 9.81922931771703e+01 9.24633002567696e+01 1.00114551943028e+02 2.74696962138607e+00 2.86004067638083e+00 2.69317266406667e+00 2.91603018515993e+00 1.95195621411293e+00 2.42838340164903e-01 5.68545044650743e-02 3.81013306181407e+00 -1.62885051696461e-01 6.96341561717705e-03 5.89704594540450e-02 -4.74434253802095e-03 3.23243467796915e-03
