# ell observed_D_uK2 conditional_model_D_coadded_uK2 error_minus_uK2 error_plus_uK2 residual_over_quoted_error
616 1.94184482000000e+03 2.08653401225454e+03 1.20204493000000e+02 1.20204493000000e+02 -1.20369204713950e+00
617 2.12429066000000e+03 2.07798665923745e+03 1.19644167000000e+02 1.19644167000000e+02 3.87014276780847e-01
618 2.01258569000000e+03 2.06950587769217e+03 1.19088541000000e+02 1.19088541000000e+02 -4.77965278726302e-01
619 1.88117947000000e+03 2.06109143243566e+03 1.18537586000000e+02 1.18537586000000e+02 -1.51776300249323e+00
620 2.19618831000000e+03 2.05275050902547e+03 1.17991539000000e+02 1.17991539000000e+02 1.21566175159839e+00
621 2.17571588000000e+03 2.04449771400956e+03 1.17450521000000e+02 1.17450521000000e+02 1.11722080816003e+00
622 1.86686783000000e+03 2.03632538802231e+03 1.16914849000000e+02 1.16914849000000e+02 -1.44941005759084e+00
623 1.86266768000000e+03 2.02823329318505e+03 1.16384758000000e+02 1.16384758000000e+02 -1.42257127161836e+00
624 2.04784160000000e+03 2.02023603514554e+03 1.15860506000000e+02 1.15860506000000e+02 2.38265529881786e-01
625 2.05290242000000e+03 2.01233337617796e+03 1.15342264000000e+02 1.15342264000000e+02 3.51727479721044e-01
626 1.90702439000000e+03 2.00453250078881e+03 1.14830234000000e+02 1.14830234000000e+02 -8.49150153162753e-01
627 1.99686119000000e+03 1.99682575059960e+03 1.14324509000000e+02 1.14324509000000e+02 3.09989526363295e-04
628 2.02869287000000e+03 1.98923515531177e+03 1.13825406000000e+02 1.13825406000000e+02 3.46651209732851e-01
629 1.84410636000000e+03 1.98174563684927e+03 1.13332993000000e+02 1.13332993000000e+02 -1.21446785446909e+00
630 1.97222570000000e+03 1.97437180567661e+03 1.12847460000000e+02 1.12847460000000e+02 -1.90177579239104e-02
631 2.03029936000000e+03 1.96711343028448e+03 1.12368985000000e+02 1.12368985000000e+02 5.62307559470435e-01
632 1.85409755000000e+03 1.95997028097998e+03 1.11897682000000e+02 1.11897682000000e+02 -9.46156605638884e-01
633 1.78465299000000e+03 1.95295697365880e+03 1.11433767000000e+02 1.11433767000000e+02 -1.51034994319809e+00
634 2.10945665000000e+03 1.94606586105562e+03 1.10977355000000e+02 1.10977355000000e+02 1.47228944990070e+00
635 2.02005460000000e+03 1.93930414186138e+03 1.10528569000000e+02 1.10528569000000e+02 7.30584489324384e-01
636 1.72277081000000e+03 1.93267901731079e+03 1.10087744000000e+02 1.10087744000000e+02 -1.90673547920823e+00
637 1.96428067000000e+03 1.92619026955248e+03 1.09654899000000e+02 1.09654899000000e+02 3.47366153221488e-01
638 2.02886493000000e+03 1.91983768357455e+03 1.09230343000000e+02 1.09230343000000e+02 9.98140657907203e-01
639 1.93340252000000e+03 1.91362846912019e+03 1.08814144000000e+02 1.08814144000000e+02 1.81723167163038e-01
640 1.92282945000000e+03 1.90756241722815e+03 1.08406427000000e+02 1.08406427000000e+02 1.40831435869148e-01
641 2.06679707000000e+03 1.90164674391107e+03 1.08007399000000e+02 1.08007399000000e+02 1.52906493090286e+00
642 1.90764775000000e+03 1.89587382487831e+03 1.07617232000000e+02 1.07617232000000e+02 1.09405574766007e-01
643 2.01741507000000e+03 1.89026572633804e+03 1.07236031000000e+02 1.07236031000000e+02 1.18569609930786e+00
644 1.64691552000000e+03 1.88479998718426e+03 1.06863851000000e+02 1.06863851000000e+02 -2.22605179355051e+00
645 1.66076899000000e+03 1.87949868050106e+03 1.06500809000000e+02 1.06500809000000e+02 -2.05378430976103e+00
646 1.81322136000000e+03 1.87436161750734e+03 1.06146943000000e+02 1.06146943000000e+02 -5.75996404412137e-01
647 1.81553380000000e+03 1.86938119116123e+03 1.05802370000000e+02 1.05802370000000e+02 -5.08943147126346e-01
648 1.90643300000000e+03 1.86456464154207e+03 1.05467210000000e+02 1.05467210000000e+02 3.96979861872994e-01
649 1.98070532000000e+03 1.85991179048740e+03 1.05141526000000e+02 1.05141526000000e+02 1.14886604853536e+00
650 1.99584837000000e+03 1.85543730695799e+03 1.04825235000000e+02 1.04825235000000e+02 1.33947768437634e+00
651 1.77115050000000e+03 1.85112617747869e+03 1.04518685000000e+02 1.04518685000000e+02 -7.65180670601566e-01
652 1.87616826000000e+03 1.84698566216914e+03 1.04221959000000e+02 1.04221959000000e+02 2.80004311095945e-01
653 1.78364457000000e+03 1.84302302581583e+03 1.03935011000000e+02 1.03935011000000e+02 -5.71303694919779e-01
654 1.74177332000000e+03 1.83923811487753e+03 1.03657969000000e+02 1.03657969000000e+02 -9.40253757793892e-01
655 1.93093890000000e+03 1.83563820102068e+03 1.03390901000000e+02 1.03390901000000e+02 9.21751315227675e-01
656 1.79660944000000e+03 1.83220829392863e+03 1.03133979000000e+02 1.03133979000000e+02 -3.45170954071554e-01
657 1.76328484000000e+03 1.82896309377755e+03 1.02887177000000e+02 1.02887177000000e+02 -6.38352180442801e-01
658 1.76120262000000e+03 1.82590246046134e+03 1.02650604000000e+02 1.02650604000000e+02 -6.30291863273824e-01
659 1.93079245000000e+03 1.82302625712900e+03 1.02424344000000e+02 1.02424344000000e+02 1.05215409405994e+00
660 1.77490572000000e+03 1.82033435013368e+03 1.02208483000000e+02 1.02208483000000e+02 -4.44470251394706e-01
661 1.76624984000000e+03 1.81782660900176e+03 1.02002912000000e+02 1.02002912000000e+02 -5.05640162525600e-01
662 1.90118763000000e+03 1.81551032817254e+03 1.01807552000000e+02 1.01807552000000e+02 8.41561359097060e-01
663 2.09470467000000e+03 1.81337796160717e+03 1.01622653000000e+02 1.01622653000000e+02 2.76834642757096e+00
664 1.90531888000000e+03 1.81143680990450e+03 1.01448165000000e+02 1.01448165000000e+02 9.25419105367720e-01
665 1.74511547000000e+03 1.80968675492001e+03 1.01284038000000e+02 1.01284038000000e+02 -6.37526763299141e-01
666 1.76099191000000e+03 1.80812025973878e+03 1.01130284000000e+02 1.01130284000000e+02 -4.66016190944190e-01
667 1.81690155000000e+03 1.80674463403765e+03 1.00986874000000e+02 1.00986874000000e+02 1.00576595353852e-01
668 1.79576698000000e+03 1.80556719050077e+03 1.00853868000000e+02 1.00853868000000e+02 -9.71723811402885e-02
669 1.72913239000000e+03 1.80457297946056e+03 1.00731238000000e+02 1.00731238000000e+02 -7.48929437962044e-01
670 1.75330384000000e+03 1.80377674143054e+03 1.00619056000000e+02 1.00619056000000e+02 -5.01623682799566e-01
671 1.81757060000000e+03 1.80317095461043e+03 1.00517218000000e+02 1.00517218000000e+02 1.43255510608805e-01
672 1.79777122000000e+03 1.80275552207296e+03 1.00425792000000e+02 1.00425792000000e+02 -4.96316929515202e-02
673 1.88947945000000e+03 1.80253035001405e+03 1.00344792000000e+02 1.00344792000000e+02 8.66503365575286e-01
674 1.87388610000000e+03 1.80249534780884e+03 1.00274034000000e+02 1.00274034000000e+02 7.11956518984411e-01
675 1.88392544000000e+03 1.80265784986127e+03 1.00213907000000e+02 1.00213907000000e+02 8.10941241306217e-01
676 1.74630440000000e+03 1.80301035030901e+03 1.00164107000000e+02 1.00164107000000e+02 -5.66130443403368e-01
677 1.82600277000000e+03 1.80355276847039e+03 1.00124683000000e+02 1.00124683000000e+02 2.24220450511800e-01
678 1.90497653000000e+03 1.80427760535897e+03 1.00095452000000e+02 1.00095452000000e+02 1.00602897163627e+00
679 1.74339732000000e+03 1.80519963093423e+03 1.00076390000000e+02 1.00076390000000e+02 -6.17551361857007e-01
680 1.69719065000000e+03 1.80631135347931e+03 1.00067382000000e+02 1.00067382000000e+02 -1.09047225277976e+00
681 1.64599892000000e+03 1.80760528508199e+03 1.00068321000000e+02 1.00068321000000e+02 -1.61496029379756e+00
682 1.85186947000000e+03 1.80908136354525e+03 1.00079076000000e+02 1.00079076000000e+02 4.27542980660073e-01
683 1.67752463000000e+03 1.81074695251421e+03 1.00099646000000e+02 1.00099646000000e+02 -1.33089703947814e+00
684 1.77517319000000e+03 1.81260199803456e+03 1.00129734000000e+02 1.00129734000000e+02 -3.73803130592162e-01
685 1.92925002000000e+03 1.81463160690780e+03 1.00169528000000e+02 1.00169528000000e+02 1.14424431641722e+00
686 1.64514282000000e+03 1.81684315576556e+03 1.00218814000000e+02 1.00218814000000e+02 -1.71325451691692e+00
687 1.85511076000000e+03 1.81923660407066e+03 1.00277486000000e+02 1.00277486000000e+02 3.57748856301989e-01
688 1.91143259000000e+03 1.82181191605275e+03 1.00345485000000e+02 1.00345485000000e+02 8.93121139902349e-01
689 1.85248632000000e+03 1.82456906085010e+03 1.00422646000000e+02 1.00422646000000e+02 2.77997645569923e-01
690 1.93213803000000e+03 1.82750059087684e+03 1.00508951000000e+02 1.00508951000000e+02 1.04107582540744e+00
691 1.68660373000000e+03 1.83060648554217e+03 1.00604274000000e+02 1.00604274000000e+02 -1.43137810966336e+00
692 1.69518901000000e+03 1.83388672961058e+03 1.00708527000000e+02 1.00708527000000e+02 -1.37721922604008e+00
693 1.91838426000000e+03 1.83734131333766e+03 1.00821621000000e+02 1.00821621000000e+02 8.03825071036490e-01
694 1.90033218000000e+03 1.84096281082437e+03 1.00943257000000e+02 1.00943257000000e+02 5.88145963782680e-01
695 1.78044303000000e+03 1.84475864550794e+03 1.01073584000000e+02 1.01073584000000e+02 -6.36324675178658e-01
696 2.01032021000000e+03 1.84870655956464e+03 1.01212335000000e+02 1.01212335000000e+02 1.59677820332239e+00
697 1.97865110000000e+03 1.85282883189855e+03 1.01359384000000e+02 1.01359384000000e+02 1.24134799498634e+00
698 1.88455715000000e+03 1.85710321680223e+03 1.01514541000000e+02 1.01514541000000e+02 2.70443356462267e-01
699 1.73000993000000e+03 1.86154458372319e+03 1.01677712000000e+02 1.01677712000000e+02 -1.29364293448295e+00
700 1.83587426000000e+03 1.86613812125560e+03 1.01848732000000e+02 1.01848732000000e+02 -2.97145194263210e-01
701 1.86700295000000e+03 1.87088386813521e+03 1.02027497000000e+02 1.02027497000000e+02 -3.80379627975379e-02
702 1.98470412000000e+03 1.87577444847275e+03 1.02213817000000e+02 1.02213817000000e+02 1.06570397940671e+00
703 1.97650572000000e+03 1.88081733664041e+03 1.02407469000000e+02 1.02407469000000e+02 9.34388714944111e-01
704 1.97681227000000e+03 1.88601259176791e+03 1.02608567000000e+02 1.02608567000000e+02 8.84913227879764e-01
705 1.80155002000000e+03 1.89133801420209e+03 1.02816819000000e+02 1.02816819000000e+02 -8.73281191495384e-01
706 1.81021660000000e+03 1.89681594160807e+03 1.03032117000000e+02 1.03032117000000e+02 -8.40508223353971e-01
707 1.81368060000000e+03 1.90242418752203e+03 1.03254324000000e+02 1.03254324000000e+02 -8.59466064801618e-01
708 1.94281540000000e+03 1.90816283743039e+03 1.03483294000000e+02 1.03483294000000e+02 3.34861418014132e-01
709 1.86914561000000e+03 1.91403940516744e+03 1.03718896000000e+02 1.03718896000000e+02 -4.32841043424115e-01
710 1.87006777000000e+03 1.92003914573065e+03 1.03960971000000e+02 1.03960971000000e+02 -4.80674384338388e-01
711 1.98036307000000e+03 1.92616216416313e+03 1.04209216000000e+02 1.04209216000000e+02 5.20116242280007e-01
712 1.90129306000000e+03 1.93241599370305e+03 1.04463657000000e+02 1.04463657000000e+02 -2.97930731096729e-01
713 1.92050180000000e+03 1.93877848676818e+03 1.04723965000000e+02 1.04723965000000e+02 -1.74522486502265e-01
714 1.87640958000000e+03 1.94525718916455e+03 1.04989934000000e+02 1.04989934000000e+02 -6.55754380839524e-01
715 1.68152156000000e+03 1.95185223104909e+03 1.05261337000000e+02 1.05261337000000e+02 -2.56818580072846e+00
716 2.00109452000000e+03 1.95854890502201e+03 1.05537981000000e+02 1.05537981000000e+02 4.03130840431640e-01
717 2.00171579000000e+03 1.96534735316069e+03 1.05819668000000e+02 1.05819668000000e+02 3.43683150086191e-01
718 1.80658227000000e+03 1.97224772330240e+03 1.06106176000000e+02 1.06106176000000e+02 -1.56131772482684e+00
719 2.03580067000000e+03 1.97924274711577e+03 1.06397179000000e+02 1.06397179000000e+02 5.31573519296324e-01
720 1.95832914000000e+03 1.98633258352329e+03 1.06692728000000e+02 1.06692728000000e+02 -2.62468155498716e-01
721 1.81033962000000e+03 1.99350997496605e+03 1.06992497000000e+02 1.06992497000000e+02 -1.71199252379395e+00
722 1.94197584000000e+03 2.00077509081230e+03 1.07296266000000e+02 1.07296266000000e+02 -5.48008360442819e-01
723 2.20526033000000e+03 2.00812810539289e+03 1.07603852000000e+02 1.07603852000000e+02 1.83201828692069e+00
724 2.07259272000000e+03 2.01556177604576e+03 1.07915037000000e+02 1.07915037000000e+02 5.28480048190464e-01
725 2.06658343000000e+03 2.02307628650046e+03 1.08229628000000e+02 1.08229628000000e+02 4.01989217772630e-01
726 1.97508134000000e+03 2.03066440312492e+03 1.08547425000000e+02 1.08547425000000e+02 -5.12062475226074e-01
727 1.97791685000000e+03 2.03832631831802e+03 1.08868088000000e+02 1.08868088000000e+02 -5.54886830730632e-01
728 1.99207342000000e+03 2.04606222852808e+03 1.09191706000000e+02 1.09191706000000e+02 -4.94440562436853e-01
729 1.92871313000000e+03 2.05385006871389e+03 1.09517907000000e+02 1.09517907000000e+02 -1.14261623639221e+00
730 1.73532064000000e+03 2.06170488645646e+03 1.09846548000000e+02 1.09846548000000e+02 -2.97127449518449e+00
731 2.03845105000000e+03 2.06961946747861e+03 1.10177399000000e+02 1.10177399000000e+02 -2.82893023083720e-01
732 2.11284182000000e+03 2.07757917904055e+03 1.10510285000000e+02 1.10510285000000e+02 3.19089222866911e-01
733 2.03527829000000e+03 2.08559165691975e+03 1.10845008000000e+02 1.10845008000000e+02 -4.53907377766204e-01
734 2.22085712000000e+03 2.09364969630069e+03 1.11181369000000e+02 1.11181369000000e+02 1.14414334742820e+00
735 1.94614531000000e+03 2.10173867339964e+03 1.11519069000000e+02 1.11519069000000e+02 -1.39521756050205e+00
736 2.17963967000000e+03 2.10987365424829e+03 1.11858148000000e+02 1.11858148000000e+02 6.23700794256960e-01
737 2.15757531000000e+03 2.11803259845065e+03 1.12198307000000e+02 1.12198307000000e+02 3.52435902168753e-01
738 2.04501123000000e+03 2.12622315513440e+03 1.12539342000000e+02 1.12539342000000e+02 -7.21631419654117e-01
739 1.98319589000000e+03 2.13443813208786e+03 1.12881077000000e+02 1.12881077000000e+02 -1.33983698691910e+00
740 1.96735965000000e+03 2.14267033920749e+03 1.13223309000000e+02 1.13223309000000e+02 -1.54836217697446e+00
741 2.24243535000000e+03 2.15091258838698e+03 1.13565868000000e+02 1.13565868000000e+02 8.05900251764213e-01
742 2.36023190000000e+03 2.15916511519004e+03 1.13908439000000e+02 1.13908439000000e+02 1.76516144523728e+00
743 2.13030703000000e+03 2.16742815696581e+03 1.14251094000000e+02 1.14251094000000e+02 -3.24908284605200e-01
744 2.16402228000000e+03 2.17568710918255e+03 1.14593544000000e+02 1.14593544000000e+02 -1.01793074682684e-01
745 2.24989676000000e+03 2.18394221250046e+03 1.14935553000000e+02 1.14935553000000e+02 5.73839388927267e-01
746 2.22376666000000e+03 2.19218628732972e+03 1.15276924000000e+02 1.15276924000000e+02 2.73952249717225e-01
747 2.36053936000000e+03 2.20041957734885e+03 1.15617436000000e+02 1.15617436000000e+02 1.38491034043643e+00
748 2.41019547000000e+03 2.20863490586946e+03 1.15956873000000e+02 1.15956873000000e+02 1.73823731975369e+00
749 2.39582539000000e+03 2.21683251936461e+03 1.16294922000000e+02 1.16294922000000e+02 1.53912885925825e+00
750 2.22374780000000e+03 2.22500524385451e+03 1.16631611000000e+02 1.16631611000000e+02 -1.07813297246489e-02
751 2.30999437000000e+03 2.23314590420237e+03 1.16966624000000e+02 1.16966624000000e+02 6.57011916473125e-01
752 2.02903146000000e+03 2.24124731671099e+03 1.17299744000000e+02 1.17299744000000e+02 -1.80917578738267e+00
753 2.26748892000000e+03 2.24931714005260e+03 1.17630780000000e+02 1.17630780000000e+02 1.54481505158772e-01
754 2.25632752000000e+03 2.25734819056197e+03 1.17959516000000e+02 1.17959516000000e+02 -8.65271914112636e-03
755 2.17740383000000e+03 2.26533328579778e+03 1.18285755000000e+02 1.18285755000000e+02 -7.43364708605714e-01
756 2.30469601000000e+03 2.27326524453664e+03 1.18609164000000e+02 1.18609164000000e+02 2.64994410241035e-01
757 2.51791808000000e+03 2.28115915213014e+03 1.18929797000000e+02 1.18929797000000e+02 1.99074524502770e+00
758 2.26537361000000e+03 2.28900040798307e+03 1.19247320000000e+02 1.19247320000000e+02 -1.98132737767749e-01
759 2.27505951000000e+03 2.29678925627951e+03 1.19561540000000e+02 1.19561540000000e+02 -1.81745285980025e-01
760 2.27702097000000e+03 2.30451852061582e+03 1.19872245000000e+02 1.19872245000000e+02 -2.29390469960906e-01
761 2.47861467000000e+03 2.31218844757196e+03 1.20179252000000e+02 1.20179252000000e+02 1.38481659403270e+00
762 2.28914207000000e+03 2.31979186312618e+03 1.20482263000000e+02 1.20482263000000e+02 -2.54392574998183e-01
763 2.29664563000000e+03 2.32732901622635e+03 1.20781365000000e+02 1.20781365000000e+02 -2.54040730756349e-01
764 2.41903176000000e+03 2.33478531340895e+03 1.21076287000000e+02 1.21076287000000e+02 6.95812934790870e-01
765 2.27949845000000e+03 2.34216100593681e+03 1.21366865000000e+02 1.21366865000000e+02 -5.16306950309778e-01
766 2.28395078000000e+03 2.34945634619977e+03 1.21653268000000e+02 1.21653268000000e+02 -5.38461212564951e-01
767 2.30993535000000e+03 2.35665674411032e+03 1.21935176000000e+02 1.21935176000000e+02 -3.83165839776356e-01
768 2.25876301000000e+03 2.36376987600507e+03 1.22212234000000e+02 1.22212234000000e+02 -8.59217302296208e-01
769 2.52892546000000e+03 2.37077373209299e+03 1.22484176000000e+02 1.22484176000000e+02 1.29120130511398e+00
770 2.27215973000000e+03 2.37768341248962e+03 1.22751085000000e+02 1.22751085000000e+02 -8.59655802550474e-01
771 2.50539638000000e+03 2.38448433106994e+03 1.23012676000000e+02 1.23012676000000e+02 9.82923490990990e-01
772 2.29977431000000e+03 2.39116932433788e+03 1.23268792000000e+02 1.23268792000000e+02 -7.41428652419029e-01
773 2.32602526000000e+03 2.39774607314108e+03 1.23519280000000e+02 1.23519280000000e+02 -5.80644682684998e-01
774 2.35815354000000e+03 2.40419999363550e+03 1.23763979000000e+02 1.23763979000000e+02 -3.72050527201444e-01
775 2.35196953000000e+03 2.41053134613897e+03 1.24002614000000e+02 1.24002614000000e+02 -4.72262755194556e-01
776 2.32480814000000e+03 2.41674781322459e+03 1.24235273000000e+02 1.24235273000000e+02 -7.40044843983955e-01
777 2.47556801000000e+03 2.42284223424777e+03 1.24461677000000e+02 1.24461677000000e+02 4.23630606811008e-01
778 2.26273496000000e+03 2.42881487057942e+03 1.24681687000000e+02 1.24681687000000e+02 -1.33203130768851e+00
779 2.31021520000000e+03 2.43466598368034e+03 1.24895174000000e+02 1.24895174000000e+02 -9.96441893586224e-01
780 2.41432605000000e+03 2.44038841316372e+03 1.25102030000000e+02 1.25102030000000e+02 -2.08328858961924e-01
781 2.27636741000000e+03 2.44598984200731e+03 1.25302010000000e+02 1.25302010000000e+02 -1.35370878733155e+00
782 2.50682979000000e+03 2.45145568744211e+03 1.25495254000000e+02 1.25495254000000e+02 4.41244595256868e-01
783 2.26634791000000e+03 2.45679363150572e+03 1.25681521000000e+02 1.25681521000000e+02 -1.51530407963250e+00
784 2.30695830000000e+03 2.46198909013428e+03 1.25860702000000e+02 1.25860702000000e+02 -1.23176486123750e+00
785 2.75003218000000e+03 2.46704232190818e+03 1.26032556000000e+02 1.26032556000000e+02 2.24537109357540e+00
786 2.58641603000000e+03 2.47193874070138e+03 1.26197099000000e+02 1.26197099000000e+02 9.07130910343832e-01
787 2.48916278000000e+03 2.47668602441813e+03 1.26354341000000e+02 1.26354341000000e+02 9.87441783410895e-02
788 2.50698103000000e+03 2.48127700584064e+03 1.26503959000000e+02 1.26503959000000e+02 2.03187507826253e-01
789 2.41648582000000e+03 2.48569709420500e+03 1.26646079000000e+02 1.26646079000000e+02 -5.46493620264354e-01
790 2.35790901000000e+03 2.48996138391580e+03 1.26784507000000e+02 1.26784507000000e+02 -1.04154976850446e+00
791 2.61153407000000e+03 2.49405528002784e+03 1.26918286000000e+02 1.26918286000000e+02 9.25625405720977e-01
792 2.32228555000000e+03 2.49798645052711e+03 1.27043846000000e+02 1.27043846000000e+02 -1.38299418711795e+00
793 2.44587470000000e+03 2.50174771717458e+03 1.27161190000000e+02 1.27161190000000e+02 -4.39387341173640e-01
794 2.43061442000000e+03 2.50533932063545e+03 1.27270293000000e+02 1.27270293000000e+02 -5.87135449082740e-01
795 2.45384382000000e+03 2.50875407668198e+03 1.27370810000000e+02 1.27370810000000e+02 -4.31105499619427e-01
796 2.48365155000000e+03 2.51199964133476e+03 1.27462922000000e+02 1.27462922000000e+02 -2.22402647687314e-01
797 2.51091372000000e+03 2.51507624526883e+03 1.27546336000000e+02 1.27546336000000e+02 -3.26353966673441e-02
798 2.53853177000000e+03 2.51797669360385e+03 1.27621122000000e+02 1.27621122000000e+02 1.61063279134508e-01
799 2.56630495000000e+03 2.52070863105143e+03 1.27687349000000e+02 1.27687349000000e+02 3.57093473281923e-01
800 2.52900418000000e+03 2.52326485455246e+03 1.27744725000000e+02 1.27744725000000e+02 4.49280817469376e-02
801 2.26628011000000e+03 2.52564558155368e+03 1.27793448000000e+02 1.27793448000000e+02 -2.02956783475850e+00
802 2.48559420000000e+03 2.52785845915357e+03 1.27833221000000e+02 1.27833221000000e+02 -3.30620309986304e-01
803 2.58305344000000e+03 2.52988886742199e+03 1.27864116000000e+02 1.27864116000000e+02 4.15789622930724e-01
804 2.38808246000000e+03 2.53174444683328e+03 1.27886201000000e+02 1.27886201000000e+02 -1.12335799882958e+00
805 2.44010757000000e+03 2.53341056737122e+03 1.27899192000000e+02 1.27899192000000e+02 -7.29504197111902e-01
806 2.43377534000000e+03 2.53488001551998e+03 1.27903276000000e+02 1.27903276000000e+02 -7.90477606843940e-01
807 2.57692920000000e+03 2.53615299411221e+03 1.27898166000000e+02 1.27898166000000e+02 3.18817752928445e-01
808 2.52027833000000e+03 2.53722970040550e+03 1.27883934000000e+02 1.27883934000000e+02 -1.32552775593359e-01
809 2.44668310000000e+03 2.53810290416478e+03 1.27860646000000e+02 1.27860646000000e+02 -7.14995638022832e-01
810 2.59915433000000e+03 2.53877279112084e+03 1.27828015000000e+02 1.27828015000000e+02 4.72365458222586e-01
811 2.47172452000000e+03 2.53923954107869e+03 1.27786232000000e+02 1.27786232000000e+02 -5.28343468791629e-01
812 2.72751336000000e+03 2.53951817140305e+03 1.27735017000000e+02 1.27735017000000e+02 1.47175921694948e+00
813 2.60396533000000e+03 2.53960142799596e+03 1.27674496000000e+02 1.27674496000000e+02 5.04124974216012e-01
814 2.50882690000000e+03 2.53949689416529e+03 1.27604798000000e+02 1.27604798000000e+02 -2.40351418175404e-01
815 2.49821770000000e+03 2.53921214699841e+03 1.27525699000000e+02 1.27525699000000e+02 -3.21460280711036e-01
816 2.57629357000000e+03 2.53874733552556e+03 1.27437449000000e+02 1.27437449000000e+02 2.94624812165215e-01
817 2.50761524000000e+03 2.53809518068784e+03 1.27339827000000e+02 1.27339827000000e+02 -2.39359055261200e-01
818 2.34597590000000e+03 2.53725581888866e+03 1.27232962000000e+02 1.27232962000000e+02 -1.50338336765795e+00
819 2.74224524000000e+03 2.53622195841230e+03 1.27116991000000e+02 1.27116991000000e+02 1.62073755811057e+00
820 2.47761237000000e+03 2.53498630120667e+03 1.26991681000000e+02 1.26991681000000e+02 -4.51792832057000e-01
821 2.48308733000000e+03 2.53354154289427e+03 1.26857289000000e+02 1.26857289000000e+02 -3.97724193004556e-01
822 2.49411957000000e+03 2.53188779457986e+03 1.26713587000000e+02 1.26713587000000e+02 -2.98059785647641e-01
823 2.59936245000000e+03 2.53001773930307e+03 1.26560710000000e+02 1.26560710000000e+02 5.47916574558804e-01
824 2.53982056000000e+03 2.52793889743441e+03 1.26398785000000e+02 1.26398785000000e+02 9.40013985544853e-02
825 2.47381338000000e+03 2.52565878314789e+03 1.26227592000000e+02 1.26227592000000e+02 -4.10729558620544e-01
826 2.35544442000000e+03 2.52317748268026e+03 1.26047259000000e+02 1.26047259000000e+02 -1.33071566974943e+00
827 2.67768077000000e+03 2.52050249796335e+03 1.25857901000000e+02 1.25857901000000e+02 1.24885502449822e+00
828 2.62050146000000e+03 2.51763390310962e+03 1.25659307000000e+02 1.25659307000000e+02 8.18622665891187e-01
829 2.62415840000000e+03 2.51458660984120e+03 1.25452599000000e+02 1.25452599000000e+02 8.73411878527910e-01
830 2.41596753000000e+03 2.51136068040905e+03 1.25236861000000e+02 1.25236861000000e+02 -7.61701863551579e-01
831 2.60143037000000e+03 2.50795617123828e+03 1.25012090000000e+02 1.25012090000000e+02 7.47721270492513e-01
832 2.31207840000000e+03 2.50436571121538e+03 1.24778474000000e+02 1.24778474000000e+02 -1.54102951455699e+00
833 2.45613809000000e+03 2.50058192354989e+03 1.24535833000000e+02 1.24535833000000e+02 -3.56875868408849e-01
834 2.59266584000000e+03 2.49661226942767e+03 1.24284344000000e+02 1.24284344000000e+02 7.72853341627113e-01
835 2.55088864000000e+03 2.49244193914037e+03 1.24024182000000e+02 1.24024182000000e+02 4.71252459940655e-01
836 2.38224815000000e+03 2.48806353931720e+03 1.23755167000000e+02 1.23755167000000e+02 -8.55038152202550e-01
837 2.54834298000000e+03 2.48348451477947e+03 1.23477589000000e+02 1.23477589000000e+02 5.25265076406165e-01
838 2.38490035000000e+03 2.47871230503420e+03 1.23191268000000e+02 1.23191268000000e+02 -7.61514647565759e-01
839 2.46061279000000e+03 2.47373207897699e+03 1.22896381000000e+02 1.22896381000000e+02 -1.06750816177329e-01
840 2.41353254000000e+03 2.46857353104316e+03 1.22593092000000e+02 1.22593092000000e+02 -4.48973022420856e-01
841 2.56820533000000e+03 2.46322924159811e+03 1.22281228000000e+02 1.22281228000000e+02 8.58480816056988e-01
842 2.54754461000000e+03 2.45770662950412e+03 1.21960965000000e+02 1.21960965000000e+02 7.36612575145498e-01
843 2.57251850000000e+03 2.45200568680822e+03 1.21632458000000e+02 1.21632458000000e+02 9.90794851747369e-01
844 2.71179696000000e+03 2.44614866592493e+03 1.21295289000000e+02 1.21295289000000e+02 2.19009572643061e+00
845 2.39193233000000e+03 2.44011328359201e+03 1.20949990000000e+02 1.20949990000000e+02 -3.98354341261313e-01
846 2.50971594000000e+03 2.43391436055902e+03 1.20596404000000e+02 1.20596404000000e+02 6.28555884974645e-01
847 2.24764777000000e+03 2.42753702552209e+03 1.20234752000000e+02 1.20234752000000e+02 -1.49615026046791e+00
848 2.43432156000000e+03 2.42098866765476e+03 1.19865278000000e+02 1.19865278000000e+02 1.11232314876347e-01
849 2.36907490000000e+03 2.41426182767948e+03 1.19487885000000e+02 1.19487885000000e+02 -3.78171625344969e-01
850 2.31171114000000e+03 2.40734904144902e+03 1.19102817000000e+02 1.19102817000000e+02 -8.02986057408036e-01
851 2.50364233000000e+03 2.40026510270582e+03 1.18710309000000e+02 1.18710309000000e+02 8.70836140222533e-01
852 2.23687491000000e+03 2.39300252455675e+03 1.18310267000000e+02 1.18310267000000e+02 -1.31964552625637e+00
853 2.48911257000000e+03 2.38556865618969e+03 1.17902932000000e+02 1.17902932000000e+02 8.78213222130108e-01
854 2.45392848000000e+03 2.37796342009219e+03 1.17488541000000e+02 1.17488541000000e+02 6.46574204269059e-01
855 2.43744313000000e+03 2.37020899917821e+03 1.17066996000000e+02 1.17066996000000e+02 5.74321825271617e-01
856 2.47372026000000e+03 2.36229046245767e+03 1.16638651000000e+02 1.16638651000000e+02 9.55341960722153e-01
857 2.29490250000000e+03 2.35422998288135e+03 1.16203406000000e+02 1.16203406000000e+02 -5.10548571023348e-01
