step,model_time,energy,electric_energy,magnetic_energy,rho,mean_pressure,w_mean_stress,anisotropic_stress_frobenius
48,1.2000000000000002,10.013344931523996,4.857022748638063,5.156322182885932,0.5737136134148517,0.19123787113828392,0.3333333333333333,0.19579945906587762
49,1.225,10.013344931523996,4.438448014123905,5.574896917400092,0.5737136134148517,0.19123787113828397,0.3333333333333334,0.2538929248240253
50,1.25,10.013344931524,4.036766725285485,5.976578206238513,0.5737136134148519,0.19123787113828394,0.33333333333333326,0.31220373318797984
51,1.2750000000000001,10.013344931524,3.6550667476409178,6.358278183883081,0.5737136134148519,0.19123787113828397,0.3333333333333333,0.3698185207551193
52,1.3,10.013344931524,3.295831395481686,6.717513536042313,0.5737136134148519,0.19123787113828397,0.3333333333333333,0.42602355433048356
53,1.3250000000000002,10.013344931524,2.960964929271552,7.052380002252448,0.5737136134148519,0.19123787113828403,0.33333333333333337,0.4802002163745907
54,1.35,10.013344931524001,2.6518370454668436,7.361507886057157,0.573713613414852,0.19123787113828403,0.3333333333333333,0.531789592686496
55,1.375,10.013344931524,2.3693433439094855,7.644001587614515,0.5737136134148519,0.19123787113828397,0.3333333333333333,0.5802799205546817
56,1.4000000000000001,10.013344931524001,2.113978226957599,7.899366704566402,0.573713613414852,0.19123787113828403,0.3333333333333333,0.6252026892009724
57,1.425,10.013344931524003,1.8859163083556023,8.1274286231684,0.5737136134148522,0.19123787113828405,0.3333333333333333,0.6661322764136702
58,1.4500000000000002,10.013344931524006,1.685098199733168,8.328246731790838,0.5737136134148524,0.19123787113828408,0.33333333333333326,0.7026870394742234
59,1.475,10.013344931524003,1.5113165030179259,8.502028428506078,0.5737136134148522,0.19123787113828414,0.3333333333333335,0.7345309276775837
60,1.5,10.013344931524005,1.3642979656234995,8.649046965900505,0.5737136134148523,0.19123787113828397,0.33333333333333315,0.7613751665757807
61,1.5250000000000001,10.013344931524005,1.2437780431747807,8.769566888349225,0.5737136134148523,0.1912378711382842,0.33333333333333354,0.7829797859832395
62,1.55,10.013344931524008,1.149564546874492,8.863780384649516,0.5737136134148525,0.1912378711382842,0.3333333333333334,0.7991548744220938
63,1.5750000000000002,10.01334493152401,1.0815876092241077,8.931757322299902,0.5737136134148526,0.19123787113828414,0.33333333333333326,0.8097615021174245
64,1.6,10.01334493152401,1.0399338581403361,8.973411073383673,0.5737136134148526,0.19123787113828417,0.3333333333333333,0.8147122886822147
65,1.625,10.01334493152401,1.0248634177020948,8.988481513821915,0.5737136134148526,0.19123787113828414,0.33333333333333326,0.8139716120094644
66,1.6500000000000001,10.01334493152401,1.036809123830216,8.976535807693795,0.5737136134148526,0.19123787113828414,0.33333333333333326,0.8075554672882134
67,1.675,10.01334493152401,1.0763581242298135,8.936986807294197,0.5737136134148526,0.1912378711382843,0.33333333333333354,0.7955309924682319
68,1.7000000000000002,10.01334493152401,1.144216793297502,8.869128138226507,0.5737136134148526,0.1912378711382842,0.33333333333333337,0.7780156807643411
69,1.725,10.01334493152401,1.2411606052644042,8.772184326259605,0.5737136134148526,0.1912378711382842,0.33333333333333337,0.7551763034129686
70,1.75,10.01334493152401,1.3679712460097777,8.645373685514231,0.5737136134148526,0.19123787113828414,0.33333333333333326,0.727227568508097
71,1.7750000000000001,10.01334493152401,1.525363782631571,8.48798114889244,0.5737136134148526,0.1912378711382842,0.33333333333333337,0.6944305465972475
72,1.8,10.013344931524012,1.7139071311691076,8.299437800354903,0.5737136134148527,0.1912378711382842,0.3333333333333333,0.6570909043781593
73,1.8250000000000002,10.01334493152401,1.9339413528811815,8.079403578642829,0.5737136134148526,0.19123787113828414,0.33333333333333326,0.6155570106165925
74,1.85,10.013344931524014,2.1854954594937475,7.827849472030265,0.5737136134148528,0.1912378711382842,0.3333333333333332,0.5702180255619884
75,1.875,10.013344931524014,2.4682094145875464,7.545135516936466,0.5737136134148528,0.1912378711382842,0.3333333333333332,0.5215021825663961
76,1.9000000000000001,10.013344931524012,2.7812638839446597,7.232081047579352,0.5737136134148527,0.1912378711382842,0.3333333333333333,0.4698756776213002
77,1.925,10.013344931524012,3.1233210195298127,6.8900239119941995,0.5737136134148527,0.19123787113828425,0.33333333333333337,0.41584304666152944
78,1.9500000000000002,10.013344931524012,3.4924791719102277,6.520865759613784,0.5737136134148527,0.19123787113828425,0.33333333333333337,0.359951034143096
79,1.975,10.013344931524012,3.886243930544712,6.1271010009793,0.5737136134148527,0.19123787113828425,0.33333333333333337,0.3028009633740362
80,2.0,10.01334493152401,4.30151731017451,5.7118276213495,0.5737136134148526,0.19123787113828425,0.3333333333333334,0.24508376993251715
